"","Country","Infant_vaccination_rate","Pecentage_of_malnourished_population","Net_migration_rate","Proportion_of_urban_population","Public_social_welfare_expenditures","National_competitiveness","Average_annual_temperature","Annual_precipitation","Pharmaceutical_sales","Exports_to_GDP_ratio","Imports_to_GDP_ratio","GDP","Number_of_foreign_visitors","Number_of_international_travelers","Aging_index","Total_fertility_rate","Population","Population_density","Median_age","Aged_65_older","Aged_70_older","Gdp_per_capita","Extreme_poverty","Cardiovasc_death_rate","Diabetes_prevalence","Female_smokers","Male_smokers","Handwashing_facilities","Hospital_beds_per_thousand","Life_expectancy","Human_development_index"
"58","Israel",8.63931471918772,0.361458208093842,0.198538530307199,4.58358406038885,NA,1.43063542397129,0.969377176925736,0.957233432505693,NA,0.921595150269892,0.629330145852745,2.26395059702837,NA,NA,0.846808903722218,2.56584314920877,0.0157707794214258,0.257089177144229,3.35804524336964,1.89495929765181,1.75137746635389,1.67883612802728,0.0245158765458191,0.786962935131821,1.47498400324711,1.4739196914391,2.59141818344589,NA,1.22243032480592,11.061030421973,5.82255247484672
"59","Italy",8.3748459012534,0.361458208093842,0.413621938139998,3.5144111046178,6.14496701647684,2.42107533287449,0.745674751481336,1.14429841667494,1.65341670382167,1.20669994292346,0.707996414084339,1.34922308307751,2.14806310768684,1.72861866515614,3.4062223616091,1.12255637777884,0.110164131023605,0.131453880264412,5.25654794632044,3.71804806880102,3.86497758575719,1.78462448302309,0.0980635061832763,0.954196775322553,1.04605690438,1.89503960327884,2.03506851694338,NA,1.30010984377352,11.1330197726765,5.67424825898683
"60","Japan",8.72747099183249,0.361458208093842,0.0992692651535995,4.54398506202696,NA,1.87083093903938,1.31522822832708,2.15300919126161,3.91670925695363,0.637952433476092,0.131110447052655,2.69844616615503,1.61104733076513,0.756270666005811,4.33087692688426,1.15631747184737,0.2304457134593,0.222078061054395,5.28946995851034,4.36859746375044,4.40117182841181,1.97626791742252,NA,0.669323276483204,1.25176683955096,1.07194159377389,2.4669715475177,NA,5.3353564343536,11.2823310185799,5.86124053115799
"61","Kenya",8.11037708331909,3.32541551446335,-0.0330897550511998,1.38596494266618,NA,NA,1.08584447144282,1.13005022377753,NA,0.40109614419467,0.603108056442214,3.43022817731571,NA,NA,0.123413853681489,2.9709762780312,0.0979736924015854,0.055761849810839,2.19480081265989,0.433807267833697,0.363650600433312,0.151658668593,1.80436851377228,1.84375498551667,0.639013841169372,0.114850885047203,1.49335963113831,0.771452133875556,0.57237540291916,8.89201794800048,3.80432553727526
"62","Kuwait",8.72747099183249,0.361458208093842,1.62139799750879,4.94987479523634,NA,NA,0.204527931834881,0.182009173786294,NA,2.0610396036443,1.44221491757921,0.731782011160686,NA,NA,0.26771312875523,1.77245743859816,0.00778115510957689,0.148228284010014,3.69823936933192,0.378733448648555,0.265122230944182,3.32047478125976,NA,1.11513120153404,3.46643124798728,0.258414491356206,2.70854442902536,NA,0.817679147027371,10.0638446011178,5.17775153632549
"63","Libya",8.55115844654295,NA,-0.0496346325767998,3.99454895975573,NA,NA,0.430360856569228,0.46819868273646,NA,1.25689788077528,1.70443581168452,2.67557797830626,NA,NA,0.309483971539734,1.89906154135517,0.0125197895334688,0.00231351268682916,3.18246117835684,0.714506088196678,0.670183305510607,0.906067650343984,NA,2.88290530357945,2.28250491897142,NA,NA,NA,1.51270642200064,9.71989548109017,4.55229462595989
"64","Luxembourg",8.72747099183249,0.361458208093842,2.69681503667279,4.52913543764125,4.93359359028965,0.825366590752667,0.563161978975904,1.29873044291786,0.0146884110389489,1.3070958186271,1.99287879520036,3.15580992313046,NA,NA,1.75627407162119,1.22383965998444,0.00114055602291138,0.147793422806665,4.35667961312989,2.31148533776466,2.34230969205802,4.77712558972301,0.00980635061832763,1.08173671778862,0.967274376016652,2.00031958123878,1.90330149066647,NA,1.84386647654672,10.9650446210351,5.82900048423193
"65","Madagascar",6.61172044835795,6.02912291100529,-0.0165448775255999,1.90570179616599,NA,NA,2.21998026012443,2.18196519618215,NA,NA,NA,0.434495569126657,NA,NA,0.146197949745764,3.46895241554212,0.0504542642225956,0.0280654695276921,2.15090479640669,0.473053420508153,0.401253214876024,0.0717719328191615,3.80486403991112,3.42372728124634,0.862231004865522,NA,NA,1.58164743199345,0.0817679147027371,8.93734457622117,3.34651687092519
"66","Malawi",8.11037708331909,NA,-0.148903897730399,0.861278214371124,NA,NA,1.48353767223287,1.28111170976514,NA,NA,NA,3.17867811097923,NA,NA,0.115819154993397,3.58711624478199,0.0348556260835459,0.126128267289486,1.9862947354572,0.481128760564625,0.424338364249081,0.0554864878555818,3.50086717074296,1.91722284975658,0.862231004865522,0.421119911839743,1.80813641613315,0.272391358291868,0.531491445567791,8.5667327337108,3.07570047674627
"67","Malaysia",8.72747099183249,0.433749849712611,0.264718040409599,3.82130334192246,NA,1.4856598633548,1.95082718316117,3.59085102289828,NA,3.11470893991268,2.75331938810576,2.19534603348206,1.45761425164464,0.108038666572259,0.58099444963901,1.69649497694395,0.0589722832128353,0.0614642147827916,3.28122721492654,1.01636229950762,0.8108361228248,1.35838704471285,0.00490317530916382,2.20051095391307,3.66338756889564,0.0957090708726689,3.10384550785609,NA,0.776795189676003,10.153164721435,5.17130352694027
"68","Maldives",8.72747099183249,NA,3.77223207583678,2.01459904166119,NA,NA,NA,NA,NA,0.154005323894916,2.56976476223204,2.7213143540038,NA,NA,0.347457464980192,1.58677142122121,0.00098489148743173,0.928746673376483,3.35804524336964,0.665408020653325,0.684224788118961,0.769363663483061,NA,1.3906356924337,2.011142876831,0.200989048832605,4.02621469179446,2.99815134402985,NA,10.5211102916971,4.62322272919723
"69","Mauritania",7.14065808422659,NA,0.198538530307199,2.7372807617657,NA,NA,0.179672106785503,0.103720716038149,NA,NA,NA,2.74418254185257,NA,NA,0.151893973761833,3.87408554436455,0.00847188664979191,0.00273879544957501,2.22772282484979,0.506808341944208,0.426480285324932,0.182294395797915,0.294190518549829,1.95937073605951,0.529593662886945,NA,NA,0.499154660472805,NA,8.65471971790391,3.3529648803104
"70","Mexico",7.75775199273999,1.02654131098651,-0.0827243876279996,3.99454895975573,NA,2.91629528732609,1.38340420560537,1.33473394109949,NA,1.69064705250463,1.91421252696877,0.503100132672971,2.07134656812659,0.86430933257807,0.560109028246758,1.8062185326667,0.234921191842332,0.0424286604923204,3.21538319054674,1.10745213534462,1.02836010763897,0.878450120294172,0.122579382729095,1.28841146719079,2.85805505673698,0.660392589021415,1.56656353462548,2.74916861809119,0.564198611448886,10.0051866116557,4.99075926415433
"71","Moldova",8.19853335596386,NA,-0.0496346325767998,2.11854641236116,NA,NA,NA,NA,NA,1.23447938425893,2.64843103046364,0.388759193429114,NA,NA,1.49235829221001,1.0634744631589,0.00735005942057151,0.07896147151252,4.1262255278006,1.75460988747032,1.65522900917126,0.262979244950248,0.00980635061832763,3.44487712095177,1.25176683955096,0.564683518148746,3.26489409552787,2.7220045901733,2.37126952637938,9.58524873255224,4.51360656964862
"72","Montenegro",7.66959572009522,0.361458208093842,-0.132359020204799,NA,NA,NA,NA,NA,NA,NA,NA,2.76705072970134,NA,NA,1.65944166334802,1.47704786549847,0.00114435680738841,0.0295526820718889,4.29083558875009,2.38416339827291,2.23592761195744,0.831469258102195,0.0490317530916381,3.26612387045896,2.20591079417372,4.21119911839743,3.50646697703554,NA,1.57852959333634,10.249150522373,5.24867963956282
"73","Mozambique",7.05250181158181,NA,-0.0330897550511998,1.83640354903268,NA,NA,1.238530253889,1.22381252542501,NA,NA,NA,0.708913823311914,NA,NA,0.123413853681489,4.12729374987858,0.056948788193102,0.0240916938031164,1.942398719204,0.510038477966796,0.445043601315637,0.0575670753379232,3.08409726946404,2.78238453432558,0.722173176664016,0.488116261450611,2.13023359147671,0.382643513078432,0.28618770145958,8.11213331537974,2.81778010133778
"74","Namibia",7.84590826538477,NA,-0.330897550511998,2.5739348935229,NA,NA,0.6192651269445,0.528255581830927,NA,2.07663507948176,2.85820774574789,0.708913823311914,NA,NA,0.184171443186222,2.88657354285986,0.00462966159646999,0.00196549601160921,2.41428089392588,0.573672157611799,0.496211715905403,0.483489595570118,0.657025491427951,2.05604607991239,0.862231004865522,0.928377987464888,2.50357349926128,1.39575535154151,NA,8.49341024688321,4.17186207223236
"75","Nepal",8.02222081067431,NA,0.248173162883999,1.01967420781869,NA,NA,NA,NA,NA,NA,NA,1.87519140359926,NA,NA,0.383532283748628,1.62897278880688,0.0530885558756447,0.130541374156358,2.74350101582487,0.938193007760963,0.764427832848036,0.123778461903349,0.735476296374572,2.19928817609916,1.58878098866083,0.909236173290354,2.7671075518151,1.49533592393176,0.122651872054106,9.43593748664878,3.70115738711187
"76","Netherlands",8.19853335596386,0.361458208093842,0.148903897730399,4.56378456120791,3.67817022133202,0.220097757534045,0.575944974715584,1.22902154218321,0.343293084938436,3.54943282888188,2.98931819280054,3.54456911655957,1.07403155384342,0.108038666572259,2.42270888150123,1.40108540384426,0.0312204982331138,0.32473723317992,4.74076975534537,3.0329362184099,2.82757381135352,2.45613527104133,NA,0.922235893152069,1.15766548622807,2.33530132929312,1.9984665651998,NA,1.35734738406544,10.9690440294075,6.00309673763266
"77","New_Zealand",8.19853335596386,0.361458208093842,0.529436080819197,4.29154144746991,4.16271959180689,1.21053766643725,1.03542265491408,1.94097156792808,0.0572322102758023,0.875783439997354,0.49821969880009,1.32635489522874,NA,NA,1.59868407384329,1.60365196825548,0.00878632230633766,0.0116256726404669,4.1591475399905,2.4746072069054,2.31327476191871,1.82849305266641,NA,1.0861387179187,1.76823008104401,1.4164942489155,1.25910713997936,NA,1.06707128687072,10.9703771655316,5.91282460623969
"78","Nicaragua",8.63931471918772,2.48683247168564,-0.545980958344797,2.92042612918944,NA,NA,NA,NA,NA,0.816813046986959,2.43865431517939,0.548836508370514,NA,NA,0.364545537028399,2.04254619114645,0.012070231069245,0.0329926193735585,2.99590310928075,0.879404532149844,0.837491140657609,0.269641016399516,0.156901609893242,1.15544913759132,2.51009888979887,NA,NA,NA,0.367955616162317,9.92919785257984,4.2427901754697
"79","Nigeria",5.02490754075204,1.82174936879297,-0.0496346325767998,2.5739348935229,NA,NA,1.74487891846633,1.16528769008296,NA,0.40109614419467,3.17287281867426,2.37829153627223,NA,NA,0.119616504337443,4.57462824628668,0.375595466141378,0.133835080598165,1.9862947354572,0.444305209907111,0.344373310750656,0.27050292412399,NA,1.52647365813348,0.529593662886945,0.0574254425236013,0.790602157661458,1.312792404525,NA,7.29092146291073,3.43034099293295
"80","North_Macedonia",8.02222081067431,NA,-0.0827243876279996,NA,NA,NA,NA,NA,NA,2.18580341034398,2.93687401397948,0.4802319448242,NA,NA,1.68602310875634,1.26604102757012,0.00379601072087926,0.0527452795837948,4.29083558875009,2.14158018297648,1.9420084421046,0.664353710983628,0.245158765458191,2.7212119118283,2.20591079417372,NA,NA,NA,1.74983337463857,10.1051718209661,4.88114310460572
"81","Norway",8.46300217389818,0.361458208093842,0.876878508856796,4.10839608004617,5.50624284630541,0.385171075684578,0.639859953413984,1.16804540483729,0.21167340170707,1.17453427400869,0.524441788210621,2.58410522691117,2.30149618680732,0.108038666572259,1.92905346677528,1.41796595087853,0.00987774325974183,0.00923489386611188,4.35667961312989,2.71670590179844,2.57339917701924,3.28346088622309,0.00980635061832763,0.96402116258604,1.16204229335937,1.87589778910431,1.51532080218446,NA,1.47182246464927,10.9850416628971,6.14495294410733
"82","Oman",8.72747099183249,1.12774960925279,3.07734721976158,4.27174194828897,NA,NA,NA,NA,NA,1.98160014859724,1.83554625873717,3.33875542592063,NA,NA,0.212651563266566,2.47300014052029,0.00930449167193594,0.00956566934824754,3.36901924743294,0.38034851665985,0.364126582894612,1.92349372801936,NA,2.24604888629318,2.7595768962828,0.0478545354363344,1.14198089439988,3.04812940000321,0.654143317621897,10.3797978625385,5.29381570525931
"83","Pakistan",6.61172044835795,1.7783743838217,-0.181993652781599,1.84135342382792,NA,NA,1.44163785286392,0.968570704273527,NA,0.355771792542053,0.393331341157966,2.0810050942382,NA,NA,0.237334334002864,2.99629709858261,0.402475619731403,0.16319938667154,2.57889095487537,0.725973071076868,0.661615621207204,0.255111917440975,0.196127012366553,3.56739945790559,1.82731697731652,0.267985398443473,2.68658325797921,1.86539886186849,0.245303744108211,8.96800670707634,3.62378127448932
"84","Panama",7.75775199273999,0.997624654339005,0.446711693191198,3.38571435994166,NA,NA,NA,NA,NA,0.0536094481912682,0.576885967031683,3.11007354743291,NA,NA,0.611373244391377,2.08474755873212,0.00786169857928307,0.035205877715416,3.25927920679994,1.27881085134297,1.19709589016987,1.12828519644022,0.107869856801604,1.08233545726992,1.82294017018523,0.229701770094405,0.724718644523003,NA,0.940331019081477,10.4664517106075,5.08747940493251
"85","Peru",7.4051269021609,0.968707997691498,0.512891203293597,3.87575196467006,NA,2.86127084794258,0.0312473229192179,0.0165462885260267,NA,0.940114777826876,0.0262220894105311,1.39495945877506,NA,NA,0.670232159224087,1.91594208838944,0.0600761651274275,0.0160464422598206,3.19343518242014,1.15493513487668,1.06025093254608,0.62004182383993,0.171611135820734,0.723167665047464,1.30210012156088,0.45940354018881,NA,NA,0.654143317621897,10.230486616635,4.83600703890923
"86","Philippines",5.73015772191022,2.09645760694429,-0.0992692651535995,2.34624065294203,NA,2.476099772258,2.76041691334091,4.25530707231844,NA,0.917696281310527,1.49465909640027,2.12674146993574,2.45492926592781,0.108038666572259,0.347457464980192,2.1775905674206,0.199661594843755,0.224692975338846,2.76544902395146,0.775717165824738,0.633294664759846,0.385055781124635,NA,3.1238768624242,1.54720132091351,0.746530752806817,2.98671926227662,2.45549668493277,0.408839573513686,9.49592861223499,4.50715856026341
"87","Poland",8.3748459012534,0.361458208093842,-0.132359020204799,2.96992487714181,4.64726896228177,2.14595313595693,0.499957166707486,0.796366738502656,NA,2.10538923805708,2.38621013635833,2.99573260818906,1.15074809340366,2.05273466487292,2.3372685212602,1.19851883943304,0.0689581921343599,0.0791990168394591,4.58713369845918,2.70733850733294,2.42798653509205,1.3790749075968,NA,1.91707105664865,1.29334650729828,2.23002135133318,2.42304920542539,NA,2.7065179766606,10.4957807053385,5.57752811820865
"88","Portugal",8.72747099183249,0.361458208093842,-0.0992692651535995,3.2817669892417,4.97764353306009,2.03590425718991,0.865692878148332,1.17754420010223,0.194305263505005,1.30807053586694,1.65199163286346,1.48643221017014,1.30418117252415,0.108038666572259,3.31128862800795,1.0887952837103,0.0185788521967498,0.0717559299286999,5.06998987724435,3.47271923788539,3.5517811262217,1.4155806267035,0.0245158765458191,1.07808525024777,2.1555775121638,1.5600578552245,2.19611710461516,NA,1.38596615421139,10.9383818985523,5.46146394927483
"89","Puerto_Rico",NA,NA,-5.19509154303837,4.63308280834122,NA,NA,NA,NA,NA,NA,NA,0.251550066336486,NA,NA,2.51004791641429,1.02971336909036,0.00521257730741402,0.24024772431441,4.1920695521804,2.44973515953147,2.33921580605957,1.77573614195426,NA,0.911551344943625,2.82304059968661,NA,NA,NA,NA,10.6784203543454,NA
"90","Qatar",8.63931471918772,NA,2.43209699626319,4.91027579687445,NA,0.770342151369156,NA,NA,NA,1.8388040729605,0.655552235263277,1.16627758028734,NA,NA,0.235435659330841,1.58677142122121,0.00524941904381169,0.14515935164101,3.50070729619253,0.211089389076188,0.146840589311095,5.92520263997652,NA,1.49001801337807,3.61524269045138,0.0765672566981351,1.96918500380493,NA,0.490607488216423,10.6957511239592,5.51949603374174
"91","Romania",7.58143944745045,0.361458208093842,-0.628705345972797,2.6828321390181,NA,2.80624640855907,0.530494323196722,0.977609880412745,NA,1.64386062499225,2.20265551048461,1.50930039801891,0.0767165395602441,0.972347999150329,2.35245791863638,1.36732430977572,0.0350519094533239,0.0543602046693568,4.71882174721877,2.88289640016065,2.78211748629936,1.18129490301583,0.279480992622337,3.12816923419855,2.13150507294167,2.19173772298412,2.71586481937408,NA,2.81772234065632,10.1385002240695,5.22933561140718
"92","Russia",8.55115844654295,0.361458208093842,0.215083407832799,3.70250634683679,NA,2.75122196917556,0.655483614873593,1.05957529116667,NA,1.07023952934568,0.0262220894105311,0.891859326102086,1.38089771208439,1.94469599830066,1.60438009785936,1.53612978011841,0.2658990557199,0.0056340387623223,4.34570560906659,2.28984342641331,2.23545162949614,1.25490694042137,0.00490317530916382,3.63710622624892,1.35243340357079,2.23959225842045,4.26778757330213,NA,3.29115856678517,9.67590198899362,5.26157565833325
"93","Saudi_Arabia",8.46300217389818,0.693999759540177,0.678339978549596,4.17274445238424,NA,1.32058654520427,0.262051412663441,0.181702761035812,NA,1.38750999091401,0.681774324673808,3.31588723807186,0.997315014283174,1.18842533229485,0.269611803427253,1.97502400300938,0.0634324090503243,0.0097840577939819,3.50070729619253,0.532164909721531,0.439093820549386,2.48516276254565,NA,2.18867109149424,3.8778511183292,0.172276327570804,1.85937914857417,NA,1.10386684848695,10.0158517006488,5.5001520055861
"94","Senegal",7.14065808422659,1.35908286243285,-0.215083407832799,2.38088977650868,NA,NA,1.16964411018072,0.642087918634981,NA,0.593602799063315,1.1799940234739,1.53216858586769,NA,NA,0.138603251057672,3.92472718546736,0.0305081827557392,0.0525715905275383,2.052138759837,0.485812457797379,0.427432250247532,0.125185889825453,1.86320661748225,2.03418787236994,0.529593662886945,0.0382836283490675,1.21518479788706,0.652781634031488,NA,9.05732682739359,3.25624473953222
"95","Serbia",8.46300217389818,0.66508310289267,0.0827243876279996,NA,NA,NA,NA,NA,NA,NA,NA,2.78991891755011,NA,NA,2.35435659330841,1.23227993350158,0.0123982755749081,0.0512708382937345,4.52128967407938,2.80472710841399,NA,0.711865905591762,NA,3.70556491792702,2.20591079417372,3.60823197189962,2.94279692018432,3.05811249321267,2.29318116783826,10.1318345434488,5.07458338616209
"96","Singapore",8.46300217389818,NA,0.777609243703196,4.94987479523634,NA,0.0550244393835111,2.34141871965139,3.32687643835806,NA,5.17964741251635,3.30398326572691,2.21821422133083,0.613732316481953,3.02508266402324,2.06006201914486,1.02127309557323,0.0106595843047456,5.05469061386334,4.65297772283897,2.08699088419473,1.67760018485237,4.33413329356503,NA,0.777880647507121,2.40505551864774,0.497687168537878,2.07167046868697,NA,0.981214976432845,11.147684270042,6.00954474701787
"97","Slovakia",8.46300217389818,0.881958027748975,0.0496346325767998,2.66303263983715,3.74424513548768,3.13639304486014,NA,NA,0.120468762489521,4.20736696577471,3.22531699749532,0.3201546298828,0.0767165395602441,0.108038666572259,2.0391765977526,1.26604102757012,0.00994771158414375,0.0722393218977669,4.52128967407938,2.43390749302078,2.18166561136922,1.52798109591342,0.0343222271641467,2.42834397597111,1.59534619935778,2.21087953715865,2.75978716146639,NA,2.37944631784965,10.3371375065661,5.51304802435653
"98","South_Africa",6.52356417571318,0.824124714453961,0.413621938139998,3.3362156119893,NA,3.24644192362716,0.96085517976595,1.03383662012619,NA,1.2573852393952,1.20621611288443,2.2410824091796,0.153433079120488,0.108038666572259,0.362646862356376,2.03410591762932,0.108063062466427,0.0298553607949243,2.99590310928075,0.86309234523577,0.726587227174674,0.622989335440909,0.926700133431961,1.6897946093197,1.20799876823799,0.775243474068618,2.43036959577411,1.37675930897681,0.948507810551751,8.54940196409701,4.50715856026341
"99","Spain",8.19853335596386,0.361458208093842,0.148903897730399,3.99949883455097,5.21991821829753,1.9808798178064,0.462318345918428,0.706281389860955,1.40442121421896,1.13115935683576,1.07510566583177,0.754650199009457,2.83851196372903,0.648231999433552,2.63346177009578,1.12255637777884,0.085189287369747,0.0594533808189978,4.99317184880126,3.13904618675195,3.28404099174036,1.73660269370684,0.0490317530916381,0.83826057266297,1.56908535657,2.62242854191113,2.2986025694972,NA,1.21425353333565,11.1396854532971,5.74517636222417
"100","Sudan",8.19853335596386,1.79283271214546,-0.198538530307199,1.74730580271843,NA,NA,0.407635530809797,0.208054257577262,NA,0.157904192854281,3.14665072926373,NA,NA,NA,0.174678069826108,3.73904116809041,0.0798953120538349,0.0148516914353499,2.16187880046999,0.573026130407281,0.484074163142249,0.22632080451012,NA,3.63787362473903,3.42922838737125,NA,NA,0.733460048746152,0.327071658810949,8.70671202674529,3.23690071137658
"101","Suriname",8.3748459012534,1.17112459422405,-0.281262917935199,3.27186723965122,NA,NA,2.33786788750148,3.04252540591078,NA,2.19360114826271,2.12398924225302,1.98953234284311,NA,NA,0.50884481210214,2.05098646466359,0.00106887315479283,0.00230648849705408,3.24830520273664,1.11972665223046,1.00646491441916,0.697588842436956,NA,2.17834916015475,2.74425807132326,0.70824712445775,3.14044745959968,2.12114129982359,1.26740267789243,9.5559197378212,4.64256675735286
"102","Sweden",8.55115844654295,0.361458208093842,0.661795101023997,4.35588981980798,5.74851753154285,0.330146636301067,0.504218165287379,0.819807313914527,0.341759128968895,1.32512808756417,1.41599282816868,2.92712804464274,2.6083623450483,0.108038666572259,2.19107057151444,1.56145060066981,0.0184013176631504,0.0157839929873153,4.49934166595278,3.22771342057202,3.19693620132244,2.37895059824899,0.0245158765458191,1.12986356595405,1.04824530794565,1.79933053240617,1.38355377590755,NA,0.907623853200382,11.0383671078627,6.01599275640309
"103","Switzerland",8.46300217389818,0.361458208093842,1.00923752906159,3.65795747367966,3.52399542163546,0.165073318150533,0.969377176925736,1.71820949832768,0.422896008190438,1.55467399754678,1.15377193406337,3.22441448667677,0.230149618680732,0.108038666572259,2.42460755617326,1.29980212163865,0.0157690976745071,0.136807589998438,4.72979575128207,2.9775393856225,3.00916112033953,2.90901031973745,NA,0.841094044011066,1.22331759319753,2.16302500172232,2.11559281077927,NA,1.852043268017,11.1690144480282,6.08692085964042
"104","Tajikistan",8.46300217389818,NA,-0.363987305563198,1.36121556868999,NA,NA,NA,NA,NA,0.630154695557362,0.0262220894105311,3.201546298828,NA,NA,0.161387347121947,3.04693873968541,0.0173780065489293,0.0410474493574566,2.55694294674878,0.559782572714666,0.512871102050908,0.146788459249213,0.235352414839863,3.60675603761262,1.55595493517611,NA,NA,2.2752689927909,1.96242995286569,9.47859784262119,4.191206100388
"105","Tunisia",8.55115844654295,0.361458208093842,-0.0496346325767998,3.4451128574845,NA,NA,0.495696168127593,0.716086597876378,NA,1.571731549244,2.49109849400045,2.35542334842346,2.68507888460854,0.108038666572259,0.693016255288362,1.8568601737695,0.0215340459416797,0.0473992326022509,3.58849932869893,1.29221591583671,1.20780549554912,0.54974091060626,0.0980635061832763,2.69003529404881,1.86451983793255,0.105279977959936,4.81681684945592,2.46250675665352,0.940331019081477,10.2251540721385,4.73928689813105
"106","Turkey",8.63931471918772,0.361458208093842,0.579070713395997,3.76685471917486,NA,2.53112421164151,0.387750870770295,0.633508361621486,0.415445364909812,0.805116440108864,0.786662682315932,3.27015086237431,1.9179134890061,2.59292799773421,0.712003002008591,1.75557689156389,0.153669519012832,0.0669941678239014,3.46778528400263,1.31676494960839,1.20447361832002,1.27331999522874,0.00980635061832763,1.44443791624576,2.65453352513167,1.34949789930463,3.00868043332277,NA,1.14883920157346,10.3571345484281,5.10037542370294
"107","Uganda",8.19853335596386,NA,0.661795101023997,1.23746869880909,NA,NA,1.64474545183883,2.50186010768534,NA,0.500029944038556,0.550663877621152,1.7608504643554,NA,NA,0.0816430108969851,4.22857703208418,0.0833421298004868,0.136498525648334,1.79973666638111,0.350146744848643,0.311292529690296,0.0860239140031489,2.03972092861215,1.79902661637888,0.547100891412133,0.325410840967074,1.22250518823577,0.664141705614662,0.204419786756843,8.44808361866252,3.32717284276955
"108","Ukraine",4.40781363223863,0.506041491331379,0.0330897550511998,3.4451128574845,NA,3.02634416609311,0.607902464064784,0.956620607004729,NA,1.89826182459082,2.3599880469478,0.617441071916829,0.690448856042197,1.40450266543936,2.01259515234428,1.21539938646731,0.0796848477130192,0.0494183678812335,4.54323768220598,2.65872496019297,2.64955637082727,0.400014009802081,0.00490317530916382,4.55251986249441,1.55595493517611,1.29207245678103,3.46986502529195,NA,3.59778824692043,9.60657891053845,4.84245504829445
"109","United_Arab_Emirates",8.72747099183249,NA,0.694884856075197,4.30639107185562,NA,0.4952199544516,NA,NA,NA,NA,NA,2.51550066336486,0.920598474722929,0.108038666572259,0.161387347121947,1.19851883943304,0.0180207472634777,0.0718012678808845,3.73116138152182,0.184763780492088,0.125183387321939,3.40980439767543,NA,2.68032896809149,3.77718455430937,0.114850885047203,2.73782599042023,NA,0.490607488216423,10.394462359904,5.56463209943822
"110","United_Kingdom",8.28668962860863,0.361458208093842,0.645250223498397,4.15294495320329,NA,NA,NA,NA,NA,0.740785102279342,0.73421850349487,1.89805959144803,1.99463002856635,2.16077333144517,2.00310177898417,1.47704786549847,0.123691308825875,0.174262485567294,4.47739365782618,2.99062143651399,2.98131614635347,2.01432263824217,0.00980635061832763,1.02997526798323,0.936636726097572,1.91418141745338,1.80813641613315,NA,1.03845251672476,10.8410629614902,5.94506465316575
"111","United_States_of_America",8.28668962860863,0.361458208093842,0.479801448242398,4.09354645566046,NA,NA,NA,NA,NA,0.378190289058401,0.0786662682315932,1.30348670737997,2.76179542416879,2.37685066458969,1.71830057818073,1.50236868604987,0.603101496919147,0.0227379408646461,4.20304355624369,2.48930432580818,2.31613065668651,2.74763849326556,0.0588381037099658,1.27412604914415,2.36128744733477,1.82804325366798,1.80081602578443,NA,1.13248561863291,10.5131114749523,5.95796067193618
"112","Uzbekistan",8.63931471918772,0.375916536417596,-0.0496346325767998,2.49473689679912,NA,NA,0.50137749956745,0.628146138488051,NA,NA,NA,2.78991891755011,NA,NA,0.315179995555803,2.05098646466359,0.0609823643421946,0.0486163331214605,3.09466914585045,0.721773894247503,0.683748805657661,0.316848832424409,NA,6.1089726594448,1.65662149919594,0.12442179213447,1.80813641613315,NA,1.63535829405474,9.56125228231775,4.57808666350074
"113","Zambia",7.93406453802954,NA,-0.0827243876279996,2.20764415867541,NA,NA,2.13831112067648,2.0468371732196,NA,1.51568530795313,1.88799043755824,1.71511408865786,NA,NA,0.0911363842570996,3.93316745898449,0.0334963828337474,0.0146837494434548,1.942398719204,0.400536866801031,0.366982477662413,0.186936739237119,2.81932580276919,1.97751844540802,0.862231004865522,0.296698119705273,1.80813641613315,0.436189194838242,0.817679147027371,8.5174066971177,3.79142951850484
"114","Zimbabwe",7.84590826538477,NA,-1.35667995709919,1.5938596840661,NA,NA,1.358548380556,1.24939799009026,NA,0.787084171171801,1.1013277552423,2.05813690638943,NA,NA,0.136704576385649,3.06381928671968,0.0270809119006834,0.0272851458999512,2.15090479640669,0.455772192787302,0.447899496083438,0.0962628305269003,1.04927951616106,2.59605006138653,0.398289448948033,0.15313451339627,2.24735983705618,1.15137298516959,0.695027274973266,8.19745402732458,3.44968502108859
"115","Thailand",8.55115844654295,1.34462453410909,0.0496346325767998,2.54423564475148,NA,1.59570874212182,2.44581318485878,2.28645194409651,NA,2.5289038787681,2.54354267282151,2.81278710539889,1.76448040988561,0.108038666572259,1.48666226819394,1.29136184812152,0.127178654304609,0.0862902556987575,4.40057562938309,1.83681684924521,1.63975957917901,0.824800139408951,0.00490317530916382,0.926452368372449,1.54063611021657,0.181847234658071,2.84031145530227,2.83751429875042,0.85856310437874,10.2851451977247,4.86824708583529
"116","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000140780255329674,0.104567836056227,NA,NA,NA,NA,NA,0.920330046352457,1.74415764182188,2.7755630553074,2.7671075518151,NA,NA,11.1623487674075,5.53239205251216
"117","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73343090720995e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.915718584442,NA
